Market;Clase de coste;Período/Año;Brand family;Artículo;Production Center;Unidad Base UoM;Qty in Base UoM;GROSS SALES -TRADE;EXCISE TAXES;OTHER SVC;COS-PURC. CONS. AFF;COS - SVC CONV. COST;Moneda;Nº documento;EU AGRREMENT - SEIZED PROD COSTS (BELOW;Documento anulado;Posic.docum.anulada;Nº documento refer.;Fecha de factura;Clase de factura;Canal distribución;Cliente
CO04;;003.2026;VEEV;MA002009.00;RD;TH;0,162;1.937,18;0,00;0,00;715,15;0,00;USD;966015116;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,200;1.554,53;0,00;0,00;546,56;0,00;USD;966015117;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,100;777,26;0,00;0,00;273,28;0,00;USD;966015118;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;VEEV;MA002008.00;RD;TH;0,100;1.195,79;0,00;0,00;441,45;0,00;USD;966015119;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,200;1.554,53;0,00;0,00;546,56;0,00;USD;966015120;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001340.00;S5;CN;150;448,42;0,00;0,00;189,19;0,00;USD;966015121;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001338.00;S5;CN;200;597,89;0,00;0,00;252,26;0,00;USD;966015122;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001341.00;S5;CN;100;298,95;0,00;0,00;126,13;0,00;USD;966015123;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001339.00;S5;CN;150;448,42;0,00;0,00;189,19;0,00;USD;966015124;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001342.00;S5;CN;50;149,47;0,00;0,00;63,06;0,00;USD;966015125;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001343.00;S5;CN;150;448,42;0,00;0,00;189,19;0,00;USD;966015126;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001344.00;S5;CN;150;448,42;0,00;0,00;189,19;0,00;USD;966015127;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001345.00;S5;CN;100;298,95;0,00;0,00;126,13;0,00;USD;966015128;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001347.00;S5;CN;200;597,89;0,00;0,00;252,26;0,00;USD;966015129;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;ZYN;NP001346.00;S5;CN;150;448,42;0,00;0,00;189,19;0,00;USD;966015130;0,00;;;4062800984;12/3/26;ZF2;11;1726642
CO04;;003.2026;TEREA;ME007962.01;5J;TH;90;11.701,02;3.337,92;0,00;2.005,44;0,00;USD;966015142;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME003387.06;5J;TH;160;20.801,33;5.931,06;0,00;3.565,23;0,00;USD;966015143;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME003389.05;5J;TH;70;9.100,76;2.595,97;0,00;1.559,79;0,00;USD;966015144;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME003390.06;5J;TH;130;16.901,50;4.821,61;0,00;2.896,75;0,00;USD;966015145;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME007515.03;5J;TH;40;5.637,49;1.517,48;0,00;891,31;0,00;USD;966015149;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME007933.02;5J;TH;70;9.865,61;2.655,59;0,00;1.559,79;0,00;USD;966015150;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME008221.01;5J;TH;20;2.818,77;758,85;0,00;445,65;0,00;USD;966015154;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;TEREA;ME009102.00;5J;TH;20;2.818,77;758,85;0,00;445,65;0,00;USD;966015155;0,00;;;4062800987;12/3/26;ZF2;11;1473666
CO04;;003.2026;ZYN;NP001347.00;S5;CN;15;42,72;0,00;0,00;19,04;0,00;USD;966015160;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;ZYN;NP001344.00;S5;CN;15;42,72;0,00;0,00;19,04;0,00;USD;966015161;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;ZYN;NP001339.00;S5;CN;15;42,72;0,00;0,00;19,04;0,00;USD;966015162;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;ZYN;NP001338.00;S5;CN;15;42,72;0,00;0,00;19,04;0,00;USD;966015163;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,012;85,31;0,00;0,00;32,99;0,00;USD;966015164;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,012;85,31;0,00;0,00;32,99;0,00;USD;966015165;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,024;170,63;0,00;0,00;65,99;0,00;USD;966015166;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,012;85,31;0,00;0,00;32,99;0,00;USD;966015167;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,024;170,63;0,00;0,00;65,99;0,00;USD;966015168;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,020;109,38;0,00;0,00;38,07;0,00;USD;966015169;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,070;382,81;0,00;0,00;133,25;0,00;USD;966015170;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,070;382,81;0,00;0,00;133,25;0,00;USD;966015171;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,020;109,38;0,00;0,00;38,07;0,00;USD;966015172;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,020;109,38;0,00;0,00;38,07;0,00;USD;966015173;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,130;710,94;0,00;0,00;247,46;0,00;USD;966015174;0,00;;;4062800989;12/3/26;ZF2;11;1674348
CO04;;003.2026;TEREA;ME007962.01;5J;TH;10;1.300,11;370,88;0,00;222,83;0,00;USD;966015952;0,00;;;4062798467;12/3/26;ZF2;11;1473665
CO04;;003.2026;TEREA;ME003389.05;5J;TH;10;1.300,11;370,85;0,00;222,83;0,00;USD;966015953;0,00;;;4062798467;12/3/26;ZF2;11;1473665
CO04;;003.2026;TEREA;ME003390.06;5J;TH;20;2.600,23;741,79;0,00;445,65;0,00;USD;966015954;0,00;;;4062798467;12/3/26;ZF2;11;1473665
CO04;;003.2026;TEREA;ME007515.03;5J;TH;10;1.409,37;379,37;0,00;222,83;0,00;USD;966015956;0,00;;;4062798467;12/3/26;ZF2;11;1473665
CO04;;003.2026;TEREA;ME007933.02;5J;TH;10;1.409,37;379,37;0,00;222,83;0,00;USD;966015957;0,00;;;4062798467;12/3/26;ZF2;11;1473665
CO04;;003.2026;ZYN;NP001338.00;S5;CN;480;1.482,38;0,00;0,00;605,42;0,00;USD;966015960;0,00;;;4062798471;12/3/26;ZF2;11;1473665
CO04;;003.2026;ZYN;NP001339.00;S5;CN;240;741,19;0,00;0,00;302,71;0,00;USD;966015961;0,00;;;4062798471;12/3/26;ZF2;11;1473665
CO04;;003.2026;ZYN;NP001346.00;S5;CN;240;741,19;0,00;0,00;302,71;0,00;USD;966015962;0,00;;;4062798471;12/3/26;ZF2;11;1473665
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;26,00;7,41;0,00;4,46;0,00;USD;966016305;0,00;;;4062798474;12/3/26;ZF2;11;1723310
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1;130,01;37,09;0,00;22,28;0,00;USD;966016306;0,00;;;4062798474;12/3/26;ZF2;11;1723310
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016311;0,00;;;4062798474;12/3/26;ZF2;11;1723310
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966016312;0,00;;;4062798474;12/3/26;ZF2;11;1723310
CO04;;003.2026;TEREA;ME003387.06;5J;TH;1;130,01;37,07;0,00;22,28;0,00;USD;966016321;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,600;78,01;22,25;0,00;13,37;0,00;USD;966016322;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016323;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,01;14,84;0,00;8,91;0,00;USD;966016324;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016330;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016331;0,00;;;4062798475;12/3/26;ZF2;11;1691079
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,600;78,01;22,25;0,00;13,37;0,00;USD;966016343;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966016344;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME007515.03;5J;TH;1,200;169,12;45,52;0,00;26,74;0,00;USD;966016346;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016349;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016350;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966016352;0,00;;;4062798476;12/3/26;ZF2;11;1732271
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;52,01;14,83;0,00;8,91;0,00;USD;966016361;0,00;;;4062798477;12/3/26;ZF2;11;1695794
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016362;0,00;;;4062798477;12/3/26;ZF2;11;1695794
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;56,37;15,17;0,00;8,91;0,00;USD;966016368;0,00;;;4062798477;12/3/26;ZF2;11;1695794
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,600;84,57;22,77;0,00;13,37;0,00;USD;966016372;0,00;;;4062798477;12/3/26;ZF2;11;1695794
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;52,01;14,83;0,00;8,91;0,00;USD;966016381;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;26,01;7,42;0,00;4,46;0,00;USD;966016382;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1;130,01;37,09;0,00;22,28;0,00;USD;966016383;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME007962.01;5J;TH;3,600;468,04;133,52;0,00;80,22;0,00;USD;966016384;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966016390;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016391;0,00;;;4062798478;12/3/26;ZF2;11;1681012
CO04;;003.2026;TEREA;ME003387.06;5J;TH;2;260,02;74,14;0,00;44,57;0,00;USD;966016401;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;26,01;7,42;0,00;4,46;0,00;USD;966016402;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME003390.06;5J;TH;2,200;286,03;81,60;0,00;49,02;0,00;USD;966016403;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016404;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;56,37;15,17;0,00;8,91;0,00;USD;966016408;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME007933.02;5J;TH;1;140,94;37,94;0,00;22,28;0,00;USD;966016409;0,00;;;4062798479;12/3/26;ZF2;11;1686967
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;52,01;14,83;0,00;8,91;0,00;USD;966016418;0,00;;;4062798480;12/3/26;ZF2;11;1732268
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016419;0,00;;;4062798480;12/3/26;ZF2;11;1732268
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;56,37;15,17;0,00;8,91;0,00;USD;966016423;0,00;;;4062798480;12/3/26;ZF2;11;1732268
CO04;;003.2026;TEREA;ME003387.06;5J;TH;2,200;286,02;81,55;0,00;49,02;0,00;USD;966016432;0,00;;;4062798481;12/3/26;ZF2;11;1744327
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,00;7,42;0,00;4,46;0,00;USD;966016433;0,00;;;4062798481;12/3/26;ZF2;11;1744327
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,200;156,02;44,51;0,00;26,74;0,00;USD;966016434;0,00;;;4062798481;12/3/26;ZF2;11;1744327
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016438;0,00;;;4062798481;12/3/26;ZF2;11;1744327
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966016440;0,00;;;4062798481;12/3/26;ZF2;11;1744327
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,600;78,00;22,24;0,00;13,37;0,00;USD;966016445;0,00;;;4062798482;12/3/26;ZF2;11;1752799
CO04;;003.2026;TEREA;ME003389.05;5J;TH;1,400;182,02;51,92;0,00;31,20;0,00;USD;966016446;0,00;;;4062798482;12/3/26;ZF2;11;1752799
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1;130,01;37,09;0,00;22,28;0,00;USD;966016447;0,00;;;4062798482;12/3/26;ZF2;11;1752799
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,200;156,02;44,51;0,00;26,74;0,00;USD;966016448;0,00;;;4062798482;12/3/26;ZF2;11;1752799
CO04;;003.2026;TEREA;ME003387.06;5J;TH;2;260,02;74,14;0,00;44,57;0,00;USD;966016462;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;26,01;7,42;0,00;4,46;0,00;USD;966016463;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1;130,01;37,09;0,00;22,28;0,00;USD;966016464;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,01;14,84;0,00;8,91;0,00;USD;966016465;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966016469;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016470;0,00;;;4062798483;12/3/26;ZF2;11;1718720
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016475;0,00;;;4062798484;12/3/26;ZF2;11;1740187
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016478;0,00;;;4062798484;12/3/26;ZF2;11;1740187
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,600;208,02;59,34;0,00;35,65;0,00;USD;966016483;0,00;;;4062798484;12/3/26;ZF2;11;1740187
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,600;78,01;22,25;0,00;13,37;0,00;USD;966016484;0,00;;;4062798484;12/3/26;ZF2;11;1740187
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;52,01;14,83;0,00;8,91;0,00;USD;966016485;0,00;;;4062798484;12/3/26;ZF2;11;1740187
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966016504;0,00;;;4062798485;12/3/26;ZF2;11;1700274
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966016514;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,800;112,75;30,35;0,00;17,83;0,00;USD;966016957;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,800;112,75;30,35;0,00;17,83;0,00;USD;966016960;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016964;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966016965;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME003387.06;5J;TH;1,200;156,01;44,48;0,00;26,74;0,00;USD;966016966;0,00;;;4062798486;12/3/26;ZF2;11;1698363
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,600;78,00;22,24;0,00;13,37;0,00;USD;966016982;0,00;;;4062798487;12/3/26;ZF2;11;1732266
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;52,00;14,83;0,00;8,91;0,00;USD;966016983;0,00;;;4062798487;12/3/26;ZF2;11;1732266
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,00;7,42;0,00;4,46;0,00;USD;966016984;0,00;;;4062798487;12/3/26;ZF2;11;1732266
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;52,00;14,83;0,00;8,91;0,00;USD;966016997;0,00;;;4062798488;12/3/26;ZF2;11;1752801
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,00;7,42;0,00;4,46;0,00;USD;966016998;0,00;;;4062798488;12/3/26;ZF2;11;1752801
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,400;182,01;51,92;0,00;31,20;0,00;USD;966016999;0,00;;;4062798488;12/3/26;ZF2;11;1752801
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,600;84,56;22,76;0,00;13,37;0,00;USD;966017003;0,00;;;4062798488;12/3/26;ZF2;11;1752801
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017006;0,00;;;4062798488;12/3/26;ZF2;11;1752801
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;56,37;15,17;0,00;8,91;0,00;USD;966017028;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017029;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,200;26,00;7,42;0,00;4,46;0,00;USD;966017035;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966017036;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;26,01;7,42;0,00;4,46;0,00;USD;966017037;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,600;78,00;22,24;0,00;13,37;0,00;USD;966017038;0,00;;;4062798490;12/3/26;ZF2;11;1752796
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,600;78,01;22,25;0,00;13,37;0,00;USD;966017052;0,00;;;4062798491;12/3/26;ZF2;11;1686962
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017054;0,00;;;4062798491;12/3/26;ZF2;11;1686962
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,600;78,00;22,24;0,00;13,37;0,00;USD;966017064;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,01;14,84;0,00;8,91;0,00;USD;966017065;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,200;26,00;7,42;0,00;4,46;0,00;USD;966017066;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,600;84,57;22,77;0,00;13,37;0,00;USD;966017402;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,600;84,56;22,76;0,00;13,37;0,00;USD;966017403;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966017404;0,00;;;4062798492;12/3/26;ZF2;11;1718719
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017406;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,600;84,56;22,76;0,00;13,37;0,00;USD;966017409;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,600;84,57;22,77;0,00;13,37;0,00;USD;966017410;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;56,37;15,17;0,00;8,91;0,00;USD;966017412;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966017417;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966017418;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,600;78,01;22,25;0,00;13,37;0,00;USD;966017419;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;52,01;14,83;0,00;8,91;0,00;USD;966017420;0,00;;;4062798493;12/3/26;ZF2;11;1721897
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,800;104,01;29,66;0,00;17,83;0,00;USD;966017436;0,00;;;4062798494;12/3/26;ZF2;11;1740182
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1,200;156,02;44,51;0,00;26,74;0,00;USD;966017437;0,00;;;4062798494;12/3/26;ZF2;11;1740182
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,400;182,01;51,92;0,00;31,20;0,00;USD;966017438;0,00;;;4062798494;12/3/26;ZF2;11;1740182
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,800;112,75;30,35;0,00;17,83;0,00;USD;966017445;0,00;;;4062798494;12/3/26;ZF2;11;1740182
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1;130,01;37,09;0,00;22,28;0,00;USD;966017457;0,00;;;4062798495;12/3/26;ZF2;11;1746624
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017462;0,00;;;4062798495;12/3/26;ZF2;11;1746624
CO04;;003.2026;TEREA;ME003387.06;5J;TH;1,200;156,01;44,48;0,00;26,74;0,00;USD;966017471;0,00;;;4062798496;12/3/26;ZF2;11;1749738
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966017472;0,00;;;4062798496;12/3/26;ZF2;11;1749738
CO04;;003.2026;TEREA;ME009102.00;5J;TH;0,400;56,38;15,18;0,00;8,91;0,00;USD;966017476;0,00;;;4062798496;12/3/26;ZF2;11;1749738
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;52,00;14,83;0,00;8,91;0,00;USD;966017481;0,00;;;4062798497;12/3/26;ZF2;11;1747072
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;28,19;7,59;0,00;4,46;0,00;USD;966017484;0,00;;;4062798497;12/3/26;ZF2;11;1747072
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,600;84,57;22,77;0,00;13,37;0,00;USD;966017487;0,00;;;4062798497;12/3/26;ZF2;11;1747072
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,600;84,56;22,76;0,00;13,37;0,00;USD;966017488;0,00;;;4062798497;12/3/26;ZF2;11;1747072
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,800;104,01;29,67;0,00;17,83;0,00;USD;966017501;0,00;;;4062798498;12/3/26;ZF2;11;1747079
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966017502;0,00;;;4062798498;12/3/26;ZF2;11;1747079
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;78,00;22,25;0,00;13,37;0,00;USD;966017503;0,00;;;4062798498;12/3/26;ZF2;11;1747079
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,800;112,75;30,35;0,00;17,83;0,00;USD;966017949;0,00;;;4062798498;12/3/26;ZF2;11;1747079
CO04;;003.2026;VEEV;MA002009.00;RD;TH;0,005;54,35;0,00;0,00;22,07;0,00;USD;966017975;0,00;;;4062798501;12/3/26;ZF3;11;1135755
CO04;;003.2026;III;DK005012.00;RD;BOX;2;43,12;0,00;0,00;53,31;0,00;USD;966017976;0,00;;;4062798501;12/3/26;ZF3;11;1135755
CO04;;003.2026;III;DK005013.00;RD;BOX;2;43,12;0,00;0,00;53,31;0,00;USD;966017977;0,00;;;4062798501;12/3/26;ZF3;11;1135755
CO04;;003.2026;III;DK005010.00;RD;BOX;2;43,12;0,00;0,00;53,31;0,00;USD;966017978;0,00;;;4062798501;12/3/26;ZF3;11;1135755
